date Thu Jul 23 09:38:20.686 am 2015
base hex  timestamps absolute
no internal events logged
// version 8.5.0
   3.551404 2  EngineData                          Tx   d 8 6D 01 1A 11 FB 04 F6 09  Length = 1368000 BitCount = 117 ID = 100
   3.552000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 6
   3.552856 2  EngineDataIEEE                      Tx   d 8 6D 01 00 00 FB 04 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.554068 2  ABSdata                             Tx   d 6 03 00 00 00 A5 2B  Length = 1176000 BitCount = 101 ID = 201
   3.554764 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.560804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.561020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.561020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.580804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.581020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.581020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.600000    SV: 2 0 1 ::WiperSystem::Active = 258
   3.600000    SV: 2 0 1 ::WiperSystem::Position = 6
   3.601404 2  EngineData                          Tx   d 8 8A 01 1A 12 46 05 8C 0A  Length = 1368000 BitCount = 117 ID = 100
   3.601908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.601908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.602856 2  EngineDataIEEE                      Tx   d 8 8A 01 00 00 46 05 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.603660 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.604872 2  ABSdata                             Tx   d 6 03 00 00 00 F0 2B  Length = 1176000 BitCount = 101 ID = 201
   3.605568 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.620804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.621020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.621020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.625000    SV: 1 0 1 ::PowerTrain::PedalPosition = 19
   3.640804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.641020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.641020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.651404 2  EngineData                          Tx   d 8 A8 01 1A 12 91 05 22 0B  Length = 1368000 BitCount = 117 ID = 100
   3.652856 2  EngineDataIEEE                      Tx   d 8 A8 01 00 00 91 05 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.654068 2  ABSdata                             Tx   d 6 04 00 00 00 3B 2C  Length = 1176000 BitCount = 101 ID = 201
   3.654764 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.655508    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 3.2
   3.660804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.661020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.661020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.680804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.681020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.681020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.700000    SV: 2 0 1 ::WiperSystem::Active = 1c2
   3.700000    SV: 2 0 1 ::WiperSystem::Position = 4
   3.700000    SV: 1 0 1 ::PowerTrain::PedalPosition = 20
   3.701404 2  EngineData                          Tx   d 8 C7 01 1A 12 91 05 22 0B  Length = 1368000 BitCount = 117 ID = 100
   3.701908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.701908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.702856 2  EngineDataIEEE                      Tx   d 8 C7 01 00 00 91 05 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.703660 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.704872 2  ABSdata                             Tx   d 6 04 00 00 00 3B 2C  Length = 1176000 BitCount = 101 ID = 201
   3.705568 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.720804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.721020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.721020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.738000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 7
   3.740804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.741020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.741020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.751392 2  EngineData                          Tx   d 8 E7 01 1A 13 DC 05 B8 0B  Length = 1356000 BitCount = 116 ID = 100
   3.752832 2  EngineDataIEEE                      Tx   d 8 E7 01 00 00 DC 05 00 00  Length = 1404000 BitCount = 120 ID = 102
   3.754056 2  ABSdata                             Tx   d 6 04 00 00 00 86 2C  Length = 1188000 BitCount = 102 ID = 201
   3.754752 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.760804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.761020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.761020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.775000    SV: 1 0 1 ::PowerTrain::PedalPosition = 21
   3.780804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.781020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.781020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.800000    SV: 2 0 1 ::WiperSystem::Active = 12c
   3.800000    SV: 2 0 1 ::WiperSystem::Position = 3
   3.801416 2  EngineData                          Tx   d 8 08 02 1A 13 27 06 4E 0C  Length = 1380000 BitCount = 118 ID = 100
   3.801908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.801908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.802868 2  EngineDataIEEE                      Tx   d 8 08 02 00 00 27 06 00 00  Length = 1416000 BitCount = 121 ID = 102
   3.803672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.804896 2  ABSdata                             Tx   d 6 04 00 00 00 D0 2C  Length = 1188000 BitCount = 102 ID = 201
   3.805592 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.820804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.821020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.821020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.831248 2  NM_Gateway_PowerTrain               Tx   d 6 1A 10 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1306
   3.840804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.841020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.841020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.850000    SV: 1 0 1 ::PowerTrain::PedalPosition = 22
   3.851404 2  EngineData                          Tx   d 8 2B 02 1A 13 27 06 4E 0C  Length = 1368000 BitCount = 117 ID = 100
   3.852880 2  EngineDataIEEE                      Tx   d 8 2B 02 00 00 27 06 00 00  Length = 1440000 BitCount = 123 ID = 102
   3.854104 2  ABSdata                             Tx   d 6 05 00 00 00 D0 2C  Length = 1188000 BitCount = 102 ID = 201
   3.854800 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.855532    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 4
   3.860804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.861020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.861020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.880804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.881020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.881020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.900000    SV: 2 0 1 ::WiperSystem::Active = 96
   3.900000    SV: 2 0 1 ::WiperSystem::Position = 1
   3.901392 2  EngineData                          Tx   d 8 4F 02 1A 14 72 06 E4 0C  Length = 1356000 BitCount = 116 ID = 100
   3.901908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.901908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.902832 2  EngineDataIEEE                      Tx   d 8 4F 02 00 00 72 06 00 00  Length = 1404000 BitCount = 120 ID = 102
   3.903636 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.904848 2  ABSdata                             Tx   d 6 05 00 00 00 1B 2D  Length = 1176000 BitCount = 101 ID = 201
   3.905544 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.920804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.921020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.921020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.924000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 8
   3.925000    SV: 1 0 1 ::PowerTrain::PedalPosition = 23
   3.940804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.941020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.941020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.951392 2  EngineData                          Tx   d 8 73 02 1A 14 BD 06 7A 0D  Length = 1356000 BitCount = 116 ID = 100
   3.952832 2  EngineDataIEEE                      Tx   d 8 73 02 00 00 BD 06 00 00  Length = 1404000 BitCount = 120 ID = 102
   3.954044 2  ABSdata                             Tx   d 6 05 00 00 00 66 2D  Length = 1176000 BitCount = 101 ID = 201
   3.954740 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   3.960804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.961020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.961020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   3.980804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   3.981020    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   3.981020    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.000000    SV: 1 0 1 ::PowerTrain::PedalPosition = 24
   4.000000    SV: 2 0 1 ::LightSystem::OnOff = 0
   4.000000    SV: 2 0 1 ::WiperSystem::Active = 0
   4.000000    SV: 2 0 1 ::WiperSystem::Position = 0
   4.001404 2  EngineData                          Tx   d 8 99 02 1A 14 BD 06 7A 0D  Length = 1368000 BitCount = 117 ID = 100
   4.001908    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 2
   4.001908    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.002844 2  EngineDataIEEE                      Tx   d 8 99 02 00 00 BD 06 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.003648 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.004140    SV: 2 1 1 ::ComfortBus::DashboardTurnIndRightDisplay = None
   4.004140    SV: 2 1 1 ::ComfortBus::DashboardTurnIndLeftDisplay = None
   4.004140    SV: 2 1 1 ::ComfortBus::DashboardWarnIndDisplay = None
   4.004872 2  ABSdata                             Tx   d 6 06 00 00 00 65 2D  Length = 1188000 BitCount = 102 ID = 201
   4.006288    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 4.8
   4.006348 2  Diag_Request_Tp                     Tx   d 8 02 1A 92 00 00 00 00 00  Length = 1440000 BitCount = 123 ID = 512  // 2  OTP(0B) Atom <tester>->Engine  : SF Length:   02         [ 1A 92 ]
   4.007044 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.008484 2  Diag_Response_Tp                    Tx   d 8 06 5A 92 00 2F EF 98 00  Length = 1404000 BitCount = 120 ID = 1024  // 2  OTP(0C) Atom Engine -><tester>: SF Length:   06         [ 5A 92 00 2F EF 98 ]
   4.020804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.021032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.021032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.040804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.041032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.041032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.051404 2  EngineData                          Tx   d 8 C1 02 1A 15 08 07 10 0E  Length = 1368000 BitCount = 117 ID = 100
   4.052868 2  EngineDataIEEE                      Tx   d 8 C1 02 00 00 08 07 00 00  Length = 1428000 BitCount = 122 ID = 102
   4.054092 2  ABSdata                             Tx   d 6 06 00 00 00 B0 2D  Length = 1188000 BitCount = 102 ID = 201
   4.054788 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.060804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.061032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.061032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.075000    SV: 1 0 1 ::PowerTrain::PedalPosition = 25
   4.080804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.081032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.081032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.100000    SV: 2 0 1 ::WiperSystem::Active = 96
   4.100000    SV: 2 0 1 ::WiperSystem::Position = 1
   4.101404 2  EngineData                          Tx   d 8 E9 02 1A 15 53 07 A6 0E  Length = 1368000 BitCount = 117 ID = 100
   4.101920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.101920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.102844 2  EngineDataIEEE                      Tx   d 8 E9 02 00 00 53 07 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.103648 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.104872 2  ABSdata                             Tx   d 6 06 00 00 00 FB 2D  Length = 1188000 BitCount = 102 ID = 201
   4.105568 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.109300 2  NM_Engine                           Tx   d 6 1B 00 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1307
   4.110000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = 9
   4.120804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.121032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.121032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.140804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.141032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.141032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.150000    SV: 1 0 1 ::PowerTrain::PedalPosition = 26
   4.151416 2  EngineData                          Tx   d 8 12 03 1A 15 53 07 A6 0E  Length = 1380000 BitCount = 118 ID = 100
   4.152868 2  EngineDataIEEE                      Tx   d 8 12 03 00 00 53 07 00 00  Length = 1416000 BitCount = 121 ID = 102
   4.154080 2  ABSdata                             Tx   d 6 07 00 00 00 FA 2D  Length = 1176000 BitCount = 101 ID = 201
   4.154776 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.155508    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 5.6
   4.160804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.161032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.161032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.180804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.181032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.181032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.200000    SV: 2 0 1 ::WiperSystem::Active = 12c
   4.200000    SV: 2 0 1 ::WiperSystem::Position = 3
   4.200924    SV: 2 0 1 ::ComfortBus::DashboardESPDisplay = 0
   4.200924    SV: 2 0 1 ::ComfortBus::DashboardABSDisplay = 0
   4.201416 2  EngineData                          Tx   d 8 3D 03 1A 16 9E 07 3C 0F  Length = 1380000 BitCount = 118 ID = 100
   4.201920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.201920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.202892 2  EngineDataIEEE                      Tx   d 8 3D 03 00 00 9E 07 00 00  Length = 1440000 BitCount = 123 ID = 102
   4.203696 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.204908 2  ABSdata                             Tx   d 6 07 00 00 00 45 2E  Length = 1176000 BitCount = 101 ID = 201
   4.205604 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.220804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.221032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.221032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.225000    SV: 1 0 1 ::PowerTrain::PedalPosition = 27
   4.240804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.241032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.241032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.251416 2  EngineData                          Tx   d 8 69 03 1A 16 E9 07 D2 0F  Length = 1380000 BitCount = 118 ID = 100
   4.252868 2  EngineDataIEEE                      Tx   d 8 69 03 00 00 E9 07 00 00  Length = 1416000 BitCount = 121 ID = 102
   4.254080 2  ABSdata                             Tx   d 6 08 00 00 00 8F 2E  Length = 1176000 BitCount = 101 ID = 201
   4.254776 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.255520    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 6.4
   4.260804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.261032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.261032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.280804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.281032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.281032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.296000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = a
   4.300000    SV: 2 0 1 ::WiperSystem::Active = 1c2
   4.300000    SV: 2 0 1 ::WiperSystem::Position = 4
   4.300000    SV: 1 0 1 ::PowerTrain::PedalPosition = 28
   4.301416 2  EngineData                          Tx   d 8 96 03 1B 16 E9 07 D2 0F  Length = 1380000 BitCount = 118 ID = 100
   4.301920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.301920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.302856 2  EngineDataIEEE                      Tx   d 8 96 03 00 00 E9 07 00 00  Length = 1404000 BitCount = 120 ID = 102
   4.303660 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.304872 2  ABSdata                             Tx   d 6 08 00 00 00 8F 2E  Length = 1176000 BitCount = 101 ID = 201
   4.305568 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.320804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.321032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.321032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.340804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.341032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.341032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.351416 2  EngineData                          Tx   d 8 C4 03 1B 16 34 08 68 10  Length = 1380000 BitCount = 118 ID = 100
   4.352868 2  EngineDataIEEE                      Tx   d 8 C4 03 00 00 34 08 00 00  Length = 1416000 BitCount = 121 ID = 102
   4.354080 2  ABSdata                             Tx   d 6 08 00 00 00 D9 2E  Length = 1176000 BitCount = 101 ID = 201
   4.354776 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.360804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.361032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.361032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.375000    SV: 1 0 1 ::PowerTrain::PedalPosition = 29
   4.380804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.381032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.381032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.400000    SV: 2 0 1 ::WiperSystem::Active = 258
   4.400000    SV: 2 0 1 ::WiperSystem::Position = 6
   4.401404 2  EngineData                          Tx   d 8 F3 03 1B 17 7F 08 FE 10  Length = 1368000 BitCount = 117 ID = 100
   4.401920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.401920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.402868 2  EngineDataIEEE                      Tx   d 8 F3 03 00 00 7F 08 00 00  Length = 1428000 BitCount = 122 ID = 102
   4.403672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.404884 2  ABSdata                             Tx   d 6 09 00 00 00 24 2F  Length = 1176000 BitCount = 101 ID = 201
   4.405580 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.406300    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 7.2
   4.420804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.421032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.421032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.440804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.441032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.441032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.450000    SV: 1 0 1 ::PowerTrain::PedalPosition = 30
   4.451428 2  EngineData                          Tx   d 8 24 04 1B 17 7F 08 FE 10  Length = 1392000 BitCount = 119 ID = 100
   4.452892 2  EngineDataIEEE                      Tx   d 8 24 04 00 00 7F 08 00 00  Length = 1428000 BitCount = 122 ID = 102
   4.454128 2  ABSdata                             Tx   d 6 09 00 00 00 23 2F  Length = 1200000 BitCount = 103 ID = 201
   4.454824 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.460804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.461032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.461032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.471248 2  NM_Gateway_PowerTrain               Tx   d 6 1A 10 00 00 00 00  Length = 1212000 BitCount = 104 ID = 1306
   4.480804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.481032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.481032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.482000    SV: 2 0 1 ::ComfortBus::EngineRunningWheel = b
   4.500000    SV: 2 0 1 ::WiperSystem::Active = 2ee
   4.500000    SV: 2 0 1 ::WiperSystem::Position = 7
   4.501416 2  EngineData                          Tx   d 8 55 04 1B 17 CA 08 94 11  Length = 1380000 BitCount = 118 ID = 100
   4.501920    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.501920    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.502868 2  EngineDataIEEE                      Tx   d 8 55 04 00 00 CA 08 00 00  Length = 1416000 BitCount = 121 ID = 102
   4.503672 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.504152    SV: 2 1 1 ::ComfortBus::DashboardTurnIndRightDisplay = None
   4.504152    SV: 2 1 1 ::ComfortBus::DashboardTurnIndLeftDisplay = None
   4.504152    SV: 2 1 1 ::ComfortBus::DashboardWarnIndDisplay = None
   4.504896 2  ABSdata                             Tx   d 6 0A 00 00 00 6E 2F  Length = 1188000 BitCount = 102 ID = 201
   4.505592 2  GearBoxInfo                         Tx   d 1 01  Length = 660000 BitCount = 58 ID = 1020
   4.507008    SV: 1 0 1 ::ComfortBus::CarSpeedEuropean = 8
   4.520804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.521032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.521032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.525000    SV: 1 0 1 ::PowerTrain::PedalPosition = 31
   4.540804 2  Ignition_Info                       Tx   d 2 01 00  Length = 768000 BitCount = 67 ID = 103
   4.541032    SV: 2 0 1 ::ComfortBus::DashboardWNRStateDisplay = 0
   4.541032    SV: 2 0 1 ::ComfortBus::DashboardWNLStateDisplay = 2
   4.551392 2  EngineData                          Tx   d 8 88 04 1B 18 15 09 2A 12  Length = 1356000 BitCount = 116 ID = 100
